Gender,Position,Type,Date Hired,Campus,Employment Status,Date of Birth,Years of Service,Age
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,13 11 2018,WVSU Medical Center,JOB ORDER,11 04 1983,4,40
Female,PHARMACIST II,FACULTY,1 11 2014,WVSU Medical Center,PERMANENT,4 03 1983,8,40
Male,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,1 10 2006,WVSU Medical Center,JOB ORDER,24 06 1982,16,40
Female,HOUSEKEEPER - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,27 12 1981,17,41
Male,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,3 12 1981,17,41
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,7 11 2021,WVSU Medical Center,JOB ORDER,24 01 1982,1,41
Male,ADMINISTRATIVE AIDE IV (CARPENTER) - CONTRACTUAL,FACULTY,12 01 2004,WVSU Medical Center,JOB ORDER,28 07 1981,19,41
Female,SOCIAL WELFARE OFFICER II,FACULTY,1 12 2014,WVSU Medical Center,PERMANENT,5 10 1981,8,41
Male,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,26 10 2009,WVSU Medical Center,CONTRACT OF SERVICES,28 11 1981,13,41
Male,NURSING ATTENDANT II,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,31 05 1981,1,41
Female,PHARMACIST II,FACULTY,16 03 2004,WVSU Medical Center,PERMANENT,8 11 1981,19,41
Male,NURSING ATTENDANT I,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,5 03 1982,1,41
Female,COOK II,FACULTY,3 02 2015,WVSU Medical Center,PERMANENT,1 11 1980,8,42
Female,MEDICAL TECHNOLOGIST I,FACULTY,1 10 2014,WVSU Medical Center,PERMANENT,4 09 1980,8,42
Female,DENTIST III,FACULTY,3 03 2015,WVSU Medical Center,PERMANENT,11 03 1981,8,42
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,1 06 2015,WVSU Medical Center,PERMANENT,15 11 1980,7,42
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,1 10 2006,WVSU Medical Center,JOB ORDER,16 12 1980,16,42
Female,ADMINISTRATIVE ASSISTANT I,FACULTY,3 11 2014,WVSU Medical Center,PERMANENT,9 06 1980,8,42
Male,NURSE III,FACULTY,25 01 2017,WVSU Medical Center,PERMANENT,21 08 1980,6,42
Male,STATISTICIAN III,FACULTY,16 04 2002,WVSU Medical Center,PERMANENT,27 07 1979,20,43
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,9 09 1979,8,43
Male,NURSE I - CONTRACTUAL,FACULTY,6 12 2020,WVSU Medical Center,CONTRACT OF SERVICES,20 01 1980,2,43
Female,LABORER I (LAUNDRY WORKER) - CONTRACTUAL,FACULTY,17 04 2006,WVSU Medical Center,JOB ORDER,29 12 1979,16,43
Male,ADMINISTRATIVE AIDE V,FACULTY,2 11 2016,WVSU Medical Center,PERMANENT,15 06 1979,6,43
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,17 10 1979,1,43
Male,PHYSICAL THERAPIST II,FACULTY,4 09 2018,WVSU Medical Center,PERMANENT,21 06 1979,4,43
Female,MEDICAL SPECIALIST III (PART-TIME),FACULTY,11 05 2020,WVSU Medical Center,PERMANENT,14 03 1980,2,43
Male,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,12 11 1979,8,43
Male,LABORER I (MEDICAL GAS TECHNICIAN) - CONTRACTUAL,FACULTY,1 04 2012,WVSU Medical Center,JOB ORDER,1 04 1979,11,44
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,30 07 1978,8,44
Male,ADMINISTRATIVE AIDE IV (PAINTER) - CONTRACTUAL,FACULTY,12 01 2015,WVSU Medical Center,CONTRACT OF SERVICES,20 09 1978,8,44
Female,ENGINEER IV,FACULTY,16 10 2003,WVSU Medical Center,PERMANENT,3 01 1979,19,44
Female,ADMINISTRATIVE AIDE III (DIALYSIS TECHNICIAN) - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,CONTRACT OF SERVICES,20 05 1978,17,44
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,20 03 1979,8,44
Male,NURSING ATTENDANT II,FACULTY,1 06 2015,WVSU Medical Center,PERMANENT,3 03 1979,7,44
Female,ADMINISTRATIVE ASSISTANT III,FACULTY,12 01 2015,WVSU Medical Center,PERMANENT,26 12 1978,8,44
Female,RADIOLOGIC TECHNOLOGIST III,FACULTY,1 04 2015,WVSU Medical Center,PERMANENT,22 11 1978,8,44
Male,MEDICAL SPECIALIST III,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,27 05 1977,1,45
Male,MEDICAL SPECIALIST III,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,27 05 1977,1,45
Female,COOK II,FACULTY,4 02 2015,WVSU Medical Center,PERMANENT,30 06 1977,8,45
Female,PROJECT DEVELOPMENT OFFICER I - CONTRACTUAL,FACULTY,16 09 2020,WVSU Medical Center,CONTRACT OF SERVICES,5 02 1978,2,45
Male,NURSE II,FACULTY,1 08 2008,WVSU Medical Center,PERMANENT,7 02 1978,14,45
Male,NURSE II,FACULTY,2 03 2015,WVSU Medical Center,PERMANENT,2 08 1977,8,45
Female,HOUSEKEEPER - CONTRACTUAL,FACULTY,11 05 2010,WVSU Medical Center,JOB ORDER,8 08 1977,12,45
Female,ADMINISTRATIVE ASSISTANT III,FACULTY,4 05 2015,WVSU Medical Center,PERMANENT,7 06 1977,7,45
Female,ADMINISTRATIVE OFFICER III,FACULTY,16 02 2006,WVSU Medical Center,PERMANENT,13 02 1978,17,45
Female,NURSING ATTENDANT II,FACULTY,1 07 2016,WVSU Medical Center,PERMANENT,31 12 1977,6,45
Female,ADMINISTRATIVE OFFICER II,FACULTY,8 12 2014,WVSU Medical Center,PERMANENT,5 05 1977,8,45
Male,ADMINISTRATIVE ASSISTANT II,FACULTY,3 05 2021,WVSU Medical Center,PERMANENT,22 11 1977,1,45
Female,MEDICAL TECHNOLOGIST II,FACULTY,1 08 2018,WVSU Medical Center,PERMANENT,1 10 1976,4,46
Female,NURSE I - CONTRACTUAL,FACULTY,4 05 2020,WVSU Medical Center,CONTRACT OF SERVICES,22 11 1976,2,46
Male,NURSE III,FACULTY,1 12 2006,WVSU Medical Center,PERMANENT,28 02 1977,16,46
Female,NURSE I,FACULTY,19 04 2021,WVSU Medical Center,PERMANENT,6 04 1977,1,46
Male,NURSING ATTENDANT I - CONTRACTUAL,FACULTY,1 04 2021,WVSU Medical Center,JOB ORDER,23 01 1977,2,46
Female,TRAINING SPECIALIST IV,FACULTY,4 11 1998,WVSU Medical Center,PERMANENT,29 09 1976,24,46
Male,RADIOLOGIC TECHNOLOGIST IV,FACULTY,8 07 1998,WVSU Medical Center,PERMANENT,12 10 1976,24,46
Female,DENTIST III,FACULTY,1 04 2003,WVSU Medical Center,PERMANENT,9 12 1976,20,46
Female,NURSE I - CONTRACTUAL,FACULTY,4 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,28 01 1977,0,46
Female,NURSING ATTENDANT II,FACULTY,24 06 2020,WVSU Medical Center,PERMANENT,31 10 1976,2,46
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,14 10 1975,8,47
Male,NURSING ATTENDANT II,FACULTY,26 06 2020,WVSU Medical Center,PERMANENT,25 10 1975,2,47
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,12 10 1975,8,47
Female,RADIOLOGIC TECHNOLOGIST II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,29 07 1975,8,47
Female,PHYSICAL THERAPIST I,FACULTY,1 08 2018,WVSU Medical Center,PERMANENT,23 01 1975,4,48
Male,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,16 11 1974,8,48
Male,COOK II,FACULTY,10 01 2011,WVSU Medical Center,PERMANENT,15 05 1974,12,48
Female,DATA ENCODER - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,25 09 1974,17,48
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,11 05 2015,WVSU Medical Center,PERMANENT,25 05 1974,7,48
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,21 01 1975,8,48
Male,MEDICAL SPECIALIST II,FACULTY,11 05 2020,WVSU Medical Center,PERMANENT,24 02 1975,2,48
Female,MEDICAL EQUIPMENT TECHNICIAN I,FACULTY,1 12 2014,WVSU Medical Center,PERMANENT,16 05 1974,8,48
Male,ADMINISTRATIVE AIDE IV (DRIVER) - CONTRACTUAL,FACULTY,1 11 2020,WVSU Medical Center,JOB ORDER,29 08 1974,2,48
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,1 10 2006,WVSU Medical Center,JOB ORDER,1 06 1974,16,48
Female,LABORER I (LAUNDRY WORKER) - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,22 05 1973,17,49
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,12 10 1973,8,49
Female,DATA ENCODER - CONTRACTUAL,FACULTY,13 01 2013,WVSU Medical Center,CONTRACT OF SERVICES,13 10 1973,10,49
Female,LABORATORY AIDE II,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,7 07 1973,8,49
Female,MEDICAL TECHNOLOGIST II,FACULTY,1 10 2014,WVSU Medical Center,PERMANENT,1 11 1973,8,49
Female,RESPIRATORY THERAPIST II,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,5 02 1974,8,49
Male,PHARMACIST II,FACULTY,16 03 2004,WVSU Medical Center,PERMANENT,12 01 1974,19,49
Female,MIDWIFE I,FACULTY,16 08 2021,WVSU Medical Center,PERMANENT,14 09 1973,1,49
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,30 06 1973,8,49
Male,NURSE III,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,6 04 1974,8,49
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,26 09 1973,8,49
Male,LAUNDRY WORKER II,FACULTY,1 01 1998,WVSU Medical Center,PERMANENT,7 11 1972,25,50
Male,MEDICAL SPECIALIST III (PART-TIME),FACULTY,2 02 2015,WVSU Medical Center,PERMANENT,6 07 1972,8,50
Female,RADIOLOGIC TECHNOLOGIST II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,1 01 1973,8,50
Male,MEDICAL TECHNOLOGIST II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,20 06 1972,8,50
Female,SOCIAL WELFARE OFFICER I,FACULTY,20 04 2015,WVSU Medical Center,PERMANENT,20 03 1973,7,50
Female,MIDWIFE II,FACULTY,28 12 2010,WVSU Medical Center,PERMANENT,11 10 1972,12,50
Male,HOUSEKEEPER - CONTRACTUAL,FACULTY,9 09 2017,WVSU Medical Center,JOB ORDER,17 11 1972,5,50
Female,SOCIAL WELFARE OFFICER I - CONTRACTUAL,FACULTY,25 07 2022,WVSU Medical Center,CONTRACT OF SERVICES,2 03 1972,0,51
Male,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,26 10 1971,8,51
Female,NURSE II,FACULTY,1 12 2006,WVSU Medical Center,PERMANENT,21 05 1971,16,51
Female,MIDWIFE I,FACULTY,11 03 2019,WVSU Medical Center,PERMANENT,18 05 1971,4,51
Male,COOK II,FACULTY,1 11 2006,WVSU Medical Center,PERMANENT,20 04 1971,16,51
Male,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,8 01 1972,8,51
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,10 11 2014,WVSU Medical Center,PERMANENT,7 10 1971,8,51
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,25 01 1972,8,51
Male,MEDICAL SPECIALIST IV,FACULTY,13 11 2002,WVSU Medical Center,PERMANENT,2 03 1971,20,52
Male,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,7 05 1970,8,52
Female,RESPIRATORY THERAPIST I,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,13 06 1970,8,52
Male,NURSE I - CONTRACTUAL,FACULTY,21 12 2020,WVSU Medical Center,CONTRACT OF SERVICES,4 05 1970,2,52
Female,ADMINISTRATIVE OFFICER II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,27 12 1970,8,52
Female,NURSE III,FACULTY,16 01 1995,WVSU Medical Center,PERMANENT,14 01 1971,28,52
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,17 10 1970,8,52
Female,NUTRITIONIST-DIETITIAN V,FACULTY,1 09 1997,WVSU Medical Center,PERMANENT,5 06 1970,25,52
Female,NURSE III,FACULTY,16 06 1994,WVSU Medical Center,PERMANENT,9 12 1969,28,53
Female,NURSE II,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,20 12 1969,8,53
Female,ADMINISTRATIVE AIDE I (CT),FACULTY,2 05 2011,WVSU Medical Center,PERMANENT,7 11 1969,11,53
Female,NUTRITIONIST-DIETITIAN II,FACULTY,16 03 2022,WVSU Medical Center,PERMANENT,29 11 1969,1,53
Female,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,FACULTY,1 04 2006,WVSU Medical Center,JOB ORDER,21 05 1969,17,53
Female,NURSE III,FACULTY,5 02 1993,WVSU Medical Center,PERMANENT,2 09 1968,30,54
Female,NURSE III,FACULTY,21 02 1992,WVSU Medical Center,PERMANENT,22 07 1968,31,54
Female,NURSE II,FACULTY,16 01 2015,WVSU Medical Center,PERMANENT,16 06 1968,8,54
Female,ADMINISTRATIVE ASSISTANT III,FACULTY,5 11 2014,WVSU Medical Center,PERMANENT,10 08 1968,8,54
Male,ADMINISTRATIVE AIDE I (CT),FACULTY,1 03 2012,WVSU Medical Center,PERMANENT,22 02 1969,11,54
Male,ADMINISTRATIVE AIDE III,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,20 12 1968,33,54
Female,MIDWIFE II,FACULTY,22 08 2015,WVSU Medical Center,PERMANENT,26 10 1968,7,54
Female,PHARMACIST II,FACULTY,1 06 1996,WVSU Medical Center,PERMANENT,12 08 1968,26,54
Female,CHIEF ADMINISTRATIVE OFFICER,FACULTY,9 08 1991,WVSU Medical Center,PERMANENT,1 01 1968,31,55
Female,CHIEF ADMINISTRATIVE OFFICER,FACULTY,9 08 1991,WVSU Medical Center,PERMANENT,1 01 1968,31,55
Female,NURSE III,FACULTY,6 09 1990,WVSU Medical Center,PERMANENT,16 02 1968,32,55
Female,MEDICAL SPECIALIST III,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,22 03 1968,8,55
Female,NURSING ATTENDANT II,FACULTY,9 05 2015,WVSU Medical Center,PERMANENT,26 11 1967,7,55
Female,ADMINISTRATIVE OFFICER I,FACULTY,2 01 1997,WVSU Medical Center,PERMANENT,27 12 1967,26,55
Male,NURSE II,FACULTY,1 04 1995,WVSU Medical Center,PERMANENT,28 07 1967,28,55
Male,ADMINISTRATIVE AIDE I (CT),FACULTY,5 09 2000,WVSU Medical Center,PERMANENT,11 06 1966,22,56
Female,ADMINISTRATIVE ASSISTANT I,FACULTY,10 11 2014,WVSU Medical Center,PERMANENT,4 07 1966,8,56
Male,MIDWIFE II,FACULTY,16 12 2008,WVSU Medical Center,PERMANENT,26 11 1966,14,56
Female,NURSE III,FACULTY,1 01 2015,WVSU Medical Center,PERMANENT,6 03 1967,8,56
Female,ADMINISTRATIVE ASSISTANT II,FACULTY,18 05 2015,WVSU Medical Center,PERMANENT,23 04 1966,7,56
Female,HOSPITAL HOUSEKEEPER,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,22 10 1966,8,56
Female,MEDICAL SPECIALIST III (PART-TIME),FACULTY,3 01 2022,WVSU Medical Center,PERMANENT,30 06 1966,1,56
Female,ADMINISTRATIVE OFFICER I,FACULTY,20 08 1999,WVSU Medical Center,PERMANENT,8 05 1966,23,56
Female,ADMINISTRATIVE OFFICER III,FACULTY,2 01 1997,WVSU Medical Center,PERMANENT,20 01 1967,26,56
Male,LABORATORY AIDE II,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,18 11 1966,8,56
Female,MEDICAL SPECIALIST III,FACULTY,3 02 1992,WVSU Medical Center,PERMANENT,1 03 1966,31,57
Female,NURSE III,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,16 11 1965,33,57
Male,MEDICAL SPECIALIST III,FACULTY,2 02 2015,WVSU Medical Center,PERMANENT,19 06 1965,8,57
Female,ADMINISTRATIVE AIDE III,FACULTY,10 05 2021,WVSU Medical Center,PERMANENT,18 12 1965,1,57
Male,MEDICAL SPECIALIST II,FACULTY,7 02 2011,WVSU Medical Center,PERMANENT,9 08 1965,12,57
Female,ADMINISTRATIVE OFFICER I,FACULTY,2 12 2014,WVSU Medical Center,PERMANENT,12 09 1965,8,57
Male,ENGINEER III,FACULTY,6 04 2015,WVSU Medical Center,PERMANENT,25 05 1965,7,57
Female,MEDICAL SPECIALIST IV,FACULTY,1 09 2014,WVSU Medical Center,PERMANENT,15 01 1966,8,57
Female,ADMINISTRATIVE AIDE III,FACULTY,4 05 2015,WVSU Medical Center,PERMANENT,1 07 1964,7,58
Male,ADMINISTRATIVE AIDE V,FACULTY,12 12 2016,WVSU Medical Center,PERMANENT,22 11 1964,6,58
Female,NUTRITIONIST-DIETITIAN II,FACULTY,18 10 2016,WVSU Medical Center,PERMANENT,2 12 1964,6,58
Male,MEDICAL EQUIPMENT TECHNICIAN II,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,29 09 1964,8,58
Male,RADIOLOGIC TECHNOLOGIST IV,FACULTY,26 10 1998,WVSU Medical Center,PERMANENT,14 03 1964,24,59
Female,MIDWIFE II,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,1 02 1964,33,59
Female,MEDICAL TECHNOLOGIST III,FACULTY,16 06 2003,WVSU Medical Center,PERMANENT,30 07 1963,19,59
Female,NURSE III,FACULTY,1 04 1990,WVSU Medical Center,PERMANENT,14 02 1964,33,59
Female,MEDICAL EQUIPMENT TECHNICIAN II (PT) - CONTRACTUAL,FACULTY,1 07 2019,WVSU Medical Center,CONTRACT OF SERVICES,17 07 1963,3,59
Female,NURSE II,FACULTY,1 02 2015,WVSU Medical Center,PERMANENT,19 02 1964,8,59
Female,PHARMACIST V,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,6 01 1963,33,60
Female,MEDICAL OFFICER III,FACULTY,16 06 2005,WVSU Medical Center,TEMPORARY,21 11 1962,17,60
Male,MIDWIFE I,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,28 02 1963,33,60
Female,MIDWIFE II,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,12 10 1961,33,61
Female,ADMINISTRATIVE AIDE III,FACULTY,18 05 2009,WVSU Medical Center,PERMANENT,10 12 1961,13,61
Female,NURSE III,FACULTY,3 02 2003,WVSU Medical Center,PERMANENT,25 10 1961,20,61
Female,MIDWIFE II,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,1 09 1961,33,61
Female,ATTORNEY IV,FACULTY,29 03 2021,WVSU Medical Center,PERMANENT,22 01 1962,2,61
Male,MEDICAL TECHNOLOGIST IV,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,20 09 1960,33,62
Male,ADMINISTRATIVE AIDE V (PLUMBER II),FACULTY,8 02 2019,WVSU Medical Center,PERMANENT,13 12 1960,4,62
Male,SEAMSTRESS,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,20 09 1959,33,63
Female,ADMINISTRATIVE AIDE III,FACULTY,2 12 1996,WVSU Medical Center,PERMANENT,7 11 1959,26,63
Male,RADIOLOGIC TECHNOLOGIST III,FACULTY,27 09 1989,WVSU Medical Center,PERMANENT,21 07 1959,33,63
Male,NUTRITIONIST-DIETITIAN IV,FACULTY,3 10 2016,WVSU Medical Center,PERMANENT,4 03 1959,6,64
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,1 07 2022,WVSU Medical Center,JOB ORDER,29 08 2000,0,22
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,3 10 2022,WVSU Medical Center,JOB ORDER,23 01 1999,0,24
Female,RADIOLOGIC TECHNOLOGIST I - CONTRACTUAL,MEDICAL,11 06 2020,WVSU Medical Center,CONTRACT OF SERVICES,18 08 1997,2,25
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,25 10 2021,WVSU Medical Center,CONTRACT OF SERVICES,13 01 1998,1,25
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,14 08 2019,WVSU Medical Center,CONTRACT OF SERVICES,15 10 1997,3,25
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,25 10 2021,WVSU Medical Center,CONTRACT OF SERVICES,21 11 1997,1,25
Female,LABORER I - CONTRACTUAL,MEDICAL,5 05 2020,WVSU Medical Center,JOB ORDER,6 10 1997,2,25
Female,MEDICAL TECHNOLOGIST I - CONTRACTUAL,MEDICAL,23 06 2021,WVSU Medical Center,CONTRACT OF SERVICES,28 12 1997,1,25
Male,DATA ENCODER - CONTRACTUAL,MEDICAL,4 10 2022,WVSU Medical Center,JOB ORDER,31 01 1997,0,26
Female,ADMINISTRATIVE ASSISTANT I,MEDICAL,6 05 2021,WVSU Medical Center,PERMANENT,14 07 1996,1,26
Female,ADMINISTRATIVE ASSISTANT III,MEDICAL,13 02 2019,WVSU Medical Center,PERMANENT,5 06 1995,4,27
Female,NURSE I,MEDICAL,27 04 2020,WVSU Medical Center,PERMANENT,9 01 1996,2,27
Male,ADMINISTRATIVE AIDE I (ORDERLY) - CONTRACTUAL,MEDICAL,18 05 2022,WVSU Medical Center,JOB ORDER,22 04 1995,0,27
Female,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,14 04 1995,1,27
Male,ADMINISTRATIVE OFFICER I,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,13 10 1995,1,27
Female,NURSE I - CONTRACTUAL,MEDICAL,29 08 2019,WVSU Medical Center,CONTRACT OF SERVICES,9 07 1995,3,27
Female,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,12 05 1995,1,27
Male,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,26 08 1995,1,27
Female,MEDICAL LABORATORY TECHNICIAN III - CONTRACTUAL,MEDICAL,26 10 2021,WVSU Medical Center,CONTRACT OF SERVICES,22 10 1994,1,28
Female,MEDICAL OFFICER IV,MEDICAL,1 01 2021,WVSU Medical Center,TEMPORARY,20 04 1994,2,28
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,14 08 2019,WVSU Medical Center,CONTRACT OF SERVICES,9 08 1994,3,28
Female,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,23 04 1994,1,28
Male,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,17 05 1994,1,28
Female,MEDICAL OFFICER IV,MEDICAL,1 01 2021,WVSU Medical Center,TEMPORARY,19 10 1994,2,28
Female,ADMINISTRATIVE AIDE VI,MEDICAL,9 01 2017,WVSU Medical Center,CONTRACTUAL,25 08 1994,6,28
Male,ADMINISTRATIVE OFFICER I,MEDICAL,6 02 2019,WVSU Medical Center,PERMANENT,23 03 1995,4,28
Male,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,28 02 1995,1,28
Female,MEDICAL OFFICER IV,MEDICAL,2 01 2021,WVSU Medical Center,TEMPORARY,10 01 1994,2,29
Female,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,21 10 1993,1,29
Female,NURSE I - CONTRACTUAL,MEDICAL,8 06 2020,WVSU Medical Center,CONTRACT OF SERVICES,19 07 1993,2,29
Female,NURSE I - CONTRACTUAL,MEDICAL,22 01 2018,WVSU Medical Center,CONTRACT OF SERVICES,10 05 1993,5,29
Female,NURSE I,MEDICAL,26 04 2021,WVSU Medical Center,PERMANENT,4 07 1993,1,29
Female,NURSE II,MEDICAL,6 02 2019,WVSU Medical Center,PERMANENT,5 06 1993,4,29
Female,MEDICAL OFFICER III,MEDICAL,1 01 2021,WVSU Medical Center,TEMPORARY,4 11 1993,2,29
Female,MIDWIFE II,MEDICAL,6 03 2019,WVSU Medical Center,PERMANENT,30 01 1994,4,29
Female,MEDICAL OFFICER IV,MEDICAL,1 01 2020,WVSU Medical Center,TEMPORARY,21 04 1993,3,29
Female,NURSE I,MEDICAL,6 06 2019,WVSU Medical Center,PERMANENT,30 05 1992,3,30
Female,DATA ENCODER - CONTRACTUAL,MEDICAL,13 03 2017,WVSU Medical Center,CONTRACT OF SERVICES,24 02 1993,6,30
Male,ADMINISTRATIVE ASSISTANT I,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,7 11 1992,1,30
Female,MEDICAL OFFICER III,MEDICAL,1 01 2022,WVSU Medical Center,TEMPORARY,14 07 1992,1,30
Female,NURSE I - CONTRACTUAL,MEDICAL,1 09 2020,WVSU Medical Center,CONTRACT OF SERVICES,20 12 1992,2,30
Male,NURSE I,MEDICAL,27 04 2020,WVSU Medical Center,PERMANENT,12 09 1992,2,30
Female,MEDICAL TECHNOLOGIST I,MEDICAL,21 01 2017,WVSU Medical Center,PERMANENT,25 10 1992,6,30
Female,GENETIC COUNSELOR - CONTRACTUAL,MEDICAL,2 08 2021,WVSU Medical Center,CONTRACT OF SERVICES,18 07 1992,1,30
Female,PHARMACIST I - CONTRACTUAL,MEDICAL,16 06 2022,WVSU Medical Center,CONTRACT OF SERVICES,25 09 1992,0,30
Female,ADMINISTRATIVE ASSISTANT I,MEDICAL,6 05 2021,WVSU Medical Center,PERMANENT,30 03 1993,1,30
Female,NURSE I,MEDICAL,19 04 2021,WVSU Medical Center,PERMANENT,4 03 1992,1,31
Male,MEDICAL OFFICER IV,MEDICAL,1 01 2021,WVSU Medical Center,TEMPORARY,19 01 1992,2,31
Female,NURSE I,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,14 05 1991,1,31
Female,NURSING ATTENDANT I - CONTRACTUAL,MEDICAL,20 11 2020,WVSU Medical Center,JOB ORDER,6 04 1992,2,31
Male,NURSE II,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,5 10 1991,1,31
Female,MEDICAL TECHNOLOGIST II,MEDICAL,16 04 2015,WVSU Medical Center,PERMANENT,7 09 1991,7,31
Male,NURSE II,MEDICAL,4 11 2017,WVSU Medical Center,PERMANENT,25 01 1992,5,31
Female,ADMINISTRATIVE OFFICER II,MEDICAL,8 12 2014,WVSU Medical Center,PERMANENT,1 01 1992,8,31
Male,CHEMIST III,MEDICAL,26 11 2018,WVSU Medical Center,PERMANENT,10 01 1992,4,31
Female,NURSE I,MEDICAL,3 06 2015,WVSU Medical Center,PERMANENT,11 05 1990,7,32
Female,NURSE II,MEDICAL,1 06 2022,WVSU Medical Center,PERMANENT,7 10 1990,0,32
Female,NURSE I,MEDICAL,3 05 2021,WVSU Medical Center,PERMANENT,21 04 1990,1,32
Male,DATA ENCODER - CONTRACTUAL,MEDICAL,2 05 2022,WVSU Medical Center,CONTRACT OF SERVICES,18 12 1990,0,32
Female,MEDICAL OFFICER IV,MEDICAL,11 05 2020,WVSU Medical Center,TEMPORARY,8 03 1991,2,32
